date,price,전일 주가,일일등락률,kospi지수,kospi등락률(%),kospi대비 주가,주가하락세,누적투자금,기업가치,트래픽,버즈량(SNS),소비자 거래지수,소비자 거래건수,고용현황,입사자,퇴사자,선행종합지수(2015=100),선행종합지수 전월비(%),재고순환지표(전월차)(%p),경제심리지수(전월차)(p),기계류내수출하지수(선박제외)(전월비)(%),건설수주액(전월비)(%),수출입물가비율(전월비)(%),코스피(전월비)(%),장단기금리차(전월차)(%p),선행지수 순환변동치,〔순환변동치 전월차〕(p),선행지수 전년동월비(%),〔전년동월비 전월차〕(%p),동행종합지수(2015=100),동행종합지수 전월비(%),광공업생산지수(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),건설기성액(전월비)(%),소매판매액지수(전월비)(%),내수출하지수(전월비)(%),수입액(전월비)(%),비농림어업취업자수(전월비)(%),동행지수 순환변동치,〔순환변동치 전월차〕(p).1,후행종합지수(2015=100),후행종합지수 전월비(%),생산자제품재고지수(전월비)(%),소비자물가지수변화율(서비스)(전월차)(%p),소비재수입액(전월비)(%),취업자수(전월비)(%),CP유통수익률(전월차)(%p),경제심리지수(원계열),경제심리지수(순환변동치),소비자물가지수(2020=100),생활물가지수,식품물가지수,상품,농축수산물,농산물,곡물,채소,과실,기타농산물,축산물,수산물,가공식품,신선식품,신선어개,신선채소,신선과실,신선식품제외,현재생활형편(전체),현재생활형편(여성),현재생활형편(40세미만),현재생활형편(40~50),현재생활형편(50~60),현재경기판단(전체),현재경기판단(여성),현재경기판단(40세미만),현재경기판단(40~50),현재경기판단(50~60),생활형편전망(전체),생활형편전망(여성),생활형편전망(40세미만),생활형편전망(40~50),생활형편전망(50~60),향후경기전망(전체),향후경기전망(여성),향후경기전망(40세미만),향후경기전망(40~50),향후경기전망(50~60),소비지출전망(전체),소비지출전망(여성),소비지출전망(40세미만),소비지출전망(40~50),소비지출전망(50~60),외식비지출전망(전체),외식비지출전망(여성),외식비지출전망(40세미만),외식비지출전망(40~50),외식비지출전망(50~60),소비자심리지수,현재지수,대비,등락률(%),배당수익률(%),주가이익비율,주가자산비율,시가지수,고가지수,저가지수,거래량(천주),거래대금(백만원),상장시가총액(백만원),식료품업 코스피,유통업 코스피,운수창고업 코스피,보통휘발유,자동차용경유,Community_N,Community_P,News_N,News_P
2021-12-22,46600,47000,-0.8510638298,2984.48,0.32,1.17106383,1,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,2984.48,9.45,0.32,1.82,12.74,1.14,2993.5,3000.79,2976.65,461755,8835650,2208300471,3842.48,375.13,2039.9,1632.31,1453.08,0,0,0,1
2021-12-23,40600,46600,-12.87553648,2998.17,0.46,13.33553648,1,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,2998.17,13.69,0.46,1.81,12.8,1.15,2998.02,3000.7,2980.91,483839,9319627,2218653457,3845.79,376.51,2036.77,1630.71,1451.15,0,1,0,1
2021-12-24,44000,40600,8.374384236,3012.43,0.48,-7.894384236,0,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,3012.43,14.26,0.48,1.8,12.86,1.15,3009.48,3025.77,3009.48,537548,8583473,2230019406,3847.13,377.42,2028.78,1629.16,1449.37,0,0,0,1
2021-12-27,46000,44000,4.545454545,2999.55,-0.43,-4.975454545,0,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,2999.55,-12.88,-0.43,1.81,12.8,1.15,3013.94,3017.31,2999.3,475363,8280395,2221527069,3858.63,377.28,1996.08,1627.07,1446.92,0,0,0,1
2021-12-28,47900,46000,4.130434783,3020.24,0.69,-3.440434783,0,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,3020.24,20.69,0.69,1.8,12.89,1.16,3006.77,3020.29,2991.55,607046,12096894,2237623537,3875.32,380.23,1983.19,1626.06,1445.68,0,0,0,1
2021-12-29,47900,47900,0,2993.29,-0.89,-0.89,0,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,2993.29,-26.95,-0.89,1.81,12.78,1.15,3002.9,3007.72,2988.67,545832,10908667,2215462632,3854.12,376.92,2054.72,1625.31,1444.7,0,0,0,1
2021-12-30,47000,47900,-1.878914405,2977.65,-0.52,1.358914405,1,1.121065375,1.346666667,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104,2977.65,-15.64,-0.52,1.82,12.72,1.14,2999.75,3005.36,2975.74,461038,8727458,2203366546,3826.86,379.42,2018.65,1624.93,1444,0,1,0,1
2022-01-03,44000,47000,-6.382978723,2988.77,0.37,6.752978723,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2988.77,11.12,0.37,1.82,12.76,1.15,2998.32,3010.77,2979.42,435826,8193887,2211373367,3808.89,376.5,2048.98,1623.03,1441.82,0,0,0,1
2022-01-04,46000,44000,4.545454545,2989.24,0.02,-4.525454545,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2989.24,0.47,0.02,1.82,12.76,1.15,2991.97,2995.25,2973.08,621549,9991474,2212087920,3804.33,377.58,2038.72,1622.32,1440.91,0,0,0,1
2022-01-05,46000,46000,0,2953.97,-1.18,-1.18,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2953.97,-35.27,-1.18,1.84,12.61,1.13,2984.05,2986.2,2936.73,787346,15428423,2186715367,3786.97,375.51,2029.12,1621.79,1440.23,0,0,0,1
2022-01-06,46000,46000,0,2920.53,-1.13,-1.13,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2920.53,-33.44,-1.13,1.86,12.47,1.12,2925.4,2952.54,2915.38,786045,13297135,2162437324,3771.93,370.65,2009.48,1621.22,1439.42,0,0,0,1
2022-01-07,46000,46000,0,2954.89,1.18,1.18,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2954.89,34.36,1.18,1.84,12.62,1.13,2933.78,2959.03,2933.1,546172,10582421,2187560534,3843.69,373.49,2018.53,1620.98,1439.13,0,0,0,1
2022-01-10,45000,46000,-2.173913043,2926.72,-0.95,1.223913043,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2926.72,-28.17,-0.95,1.85,12.51,1.12,2947.37,2951.12,2910.9,477400,10397828,2166763875,3863.07,368.46,2001.22,1621.45,1439.54,0,0,1,0
2022-01-11,44200,45000,-1.777777778,2927.38,0.02,1.797777778,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2927.38,0.66,0.02,1.85,12.51,1.12,2930.93,2943.57,2909.82,566172,10646542,2168032047,3824.62,365.98,1973.47,1621.56,1439.59,0,0,1,0
2022-01-12,43600,44200,-1.357466063,2972.48,1.54,2.897466063,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2972.48,45.1,1.54,1.83,12.7,1.14,2950.78,2972.58,2950.31,519501,10895354,2200967250,3857.39,373.81,2001.22,1622.04,1439.93,0,0,0,1
2022-01-13,44800,43600,2.752293578,2962.09,-0.35,-3.102293578,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2962.09,-10.39,-0.35,1.83,12.66,1.14,2979.91,2982.14,2958.39,604871,11458979,2193799600,3852.57,374.07,1995.96,1623.2,1441.22,0,0,0,1
2022-01-14,44200,44800,-1.339285714,2921.92,-1.36,-0.02071428571,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2921.92,-40.17,-1.36,1.86,12.48,1.12,2937.61,2944.97,2914.73,532668,10799738,2164996763,3822.28,368.91,1963.03,1624.78,1442.77,,,,
2022-01-17,44000,44200,-0.4524886878,2890.1,-1.09,-0.6375113122,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2890.1,-31.82,-1.09,1.88,12.35,1.11,2918.55,2919.67,2875.98,593261,10396513,2141590251,3785.9,364.82,1930.42,1629.3,1447.28,0,0,0,1
2022-01-18,43000,44000,-2.272727273,2864.24,-0.89,1.382727273,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2864.24,-25.86,-0.89,1.9,12.23,1.1,2898.98,2902.79,2857.26,554041,10040965,2121897006,3741.72,359.46,1900.11,1631.44,1449.5,0,0,0,1
2022-01-19,43000,43000,0,2842.28,-0.77,-0.77,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2842.28,-21.96,-0.77,1.91,12.14,1.09,2840.34,2871.79,2832.18,463829,9649067,2105223650,3717.31,360.89,1879.83,1634.23,1452.22,0,0,0,1
2022-01-20,42000,43000,-2.325581395,2862.68,0.72,3.045581395,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2862.68,20.4,0.72,1.9,12.23,1.1,2842.28,2862.7,2830.97,395669,8872018,2119405878,3736.2,362.27,1896.05,1637.65,1455.85,0,1,1,0
2022-01-21,42000,42000,0,2834.29,-0.99,-0.99,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2834.29,-28.39,-0.99,1.92,12.11,1.09,2837.49,2847.95,2817.11,532753,10718108,2098926813,3708.51,359.87,1893.28,1641.46,1459.98,0,0,1,0
2022-01-24,42300,42000,0.7142857143,2792,-1.49,-2.204285714,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2792,-42.29,-1.49,1.94,11.93,1.07,2823.76,2828.11,2780.68,473993,9304491,2068283398,3751.18,351.9,1838.2,1648.45,1466.92,0,0,1,0
2022-01-25,36600,42300,-13.4751773,2720.39,-2.56,10.9151773,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2720.39,-71.61,-2.56,2,11.62,1.04,2786.41,2789.62,2703.99,639959,11700945,2016270364,3663.01,343.29,1764.04,1650.81,1469.52,0,0,0,1
2022-01-26,35000,36600,-4.371584699,2709.24,-0.41,3.961584699,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2709.24,-11.15,-0.41,2,11.57,1.04,2729.75,2744.14,2708.1,472651,8978727,2007683222,3649.54,342.62,1792.72,1653.39,1472.22,0,0,1,0
2022-01-27,40000,35000,14.28571429,2614.49,-3.5,-17.78571429,0,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2614.49,-94.75,-3.5,2.08,11.16,1,2709.24,2722.86,2614.49,487727,20548835,2056788549,3498.56,327.64,1752.53,1656.26,1475.31,0,0,0,1
2022-01-28,39200,40000,-2,2663.34,1.87,3.87,1,1.121065375,1.346666667,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104,2663.34,48.85,1.87,1.92,12.14,1.08,2617.87,2668.59,2591.53,434187,13753057,2094859102,3630.62,341.64,1798.87,1659.44,1478.31,0,0,0,1
2022-02-03,39200,39200,0,2707.82,1.67,1.67,1,1.121065375,1.346666667,511000,294,77.8,378000,727,47,59,128,0,-1.5,-0.2,-0.9,2.9,-1.6,-2.7,-0.03,100,-0.3,2.9,-0.6,120.8,0.3,1.4,-0.5,-0.8,0,0.5,-0.2,0.6,101.6,0.1,124.9,0.5,0.9,0.2,3.1,0.6,0.1,105.7,104.8,105.3,106.32,108.44,106.46,111.72,111.82,103.59,109.54,119.53,108.62,115.66,102.62,105.95,111.57,103.18,109.49,119.93,105.03,90,90,97,92,88,75,75,79,78,73,96,97,98,99,96,91,92,92,96,92,110,111,117,116,108,93,93,99,98,90,103,2707.82,44.48,1.67,1.88,12.34,1.1,2706.34,2735.34,2702.78,435710,12472536,2129673299,3706.36,347.48,1841.94,1671.13,1489.71,0,0,0,1
